fqcn	textChars
star.coremodule.objectselector.SelectorItemTreeTableModel	6206
star.coremodule.objectselector.SelectorUtils	2759
star.coremodule.objectselector.serverfilters.FilterListModel	2023
star.coremodule.objectselector.serverfilters.ui.FilterCellRenderer	1518
star.coremodule.objectselector.serverfilters.ui.FilterList	11255
star.coremodule.objectselector.serverfilters.ui.FiltersPanel	8552
star.coremodule.objectselector.TableSelectionStateColumn	1955
star.coremodule.objectselector.TreeSelectionStateColumn	1528
star.coremodule.objectselector.ui.BasicObjectSelectorFieldUI	4345
star.coremodule.objectselector.ui.BasicObjectSelectorPanelDialogUI	5558
star.coremodule.objectselector.ui.BasicObjectSelectorUI	15588
star.coremodule.objectselector.ui.CellRenderer	930
star.coremodule.objectselector.ui.ClearPathHighlighter	1940
star.coremodule.objectselector.ui.CommentsLoader	2116
star.coremodule.objectselector.ui.CommentToggleListener	1368
star.coremodule.objectselector.ui.NewFieldFunctionAction	5803
star.coremodule.objectselector.ui.NonCsoObjectSelectorUI	3616
star.coremodule.objectselector.ui.ObjectSelectorFieldUI	1308
star.coremodule.objectselector.ui.ObjectSelectorUI	1285
star.coremodule.objectselector.ui.OrderableObjectSelectorPropertyEditor	3855
star.coremodule.objectselector.ui.OrderableObjectSelectorUI	4864
star.coremodule.objectselector.ui.PathHighlighter	1916
star.coremodule.objectselector.ui.ReadOnlyObjectSelectorUI	6765
star.coremodule.objectselector.ui.SelectorItemTableCellRenderer	10198
star.coremodule.objectselector.ui.SelectorItemTreeCellRenderer	10703
star.coremodule.objectselector.ui.SelectorPathField	12562
star.coremodule.objectselector.ui.SortOrderSelectorUI	5124
star.coremodule.objectselector.ui.SplitObjectSelectorUI	5359
star.coremodule.objectselector.ui.TableView	17011
star.coremodule.objectselector.ui.TagIconProvider	1337
star.coremodule.objectselector.ui.TreeTableView	19493
star.coremodule.objectselector.ui.TypeSelectorUI	2989
star.coremodule.objectselector.ui.ViewUtils	2574
star.coremodule.objectselector.ViewModel	1170
star.coremodule.OpenFile	1399
star.coremodule.OverlayButton	11492
star.coremodule.OverlayVisualizer	2125
star.coremodule.OverlayVisualizer.OverlayProvider	3451
star.coremodule.PasteUtils	1465
star.coremodule.ProgressEvent	1434
star.coremodule.ProgressListener	1498
star.coremodule.PropertyChildren	5170
star.coremodule.PropertyChildren.SpacerNode	3349
star.coremodule.PropertyChildren.TreeType	2560
star.coremodule.ReferenceDependencyTreeView	10953
star.coremodule.roles.AnyOf	1044
star.coremodule.roles.PropertyCondition	1912
star.coremodule.roles.Role	11129
star.coremodule.roles.TopLevelManager	616
star.coremodule.roles.TopLevelManagerFolder	637
star.coremodule.roles.TopLevelManagersGroup	4512
star.coremodule.roles.VisibilityCondition	865
star.coremodule.roles.VisibilitySpecifier	761
star.coremodule.RootObjectContext	1326
star.coremodule.RootObjectsChangedNotifier	1923
star.coremodule.RootObjectsChangedNotifier.NotifierReceiver	2174
star.coremodule.RootObjectsChangedNotifier.RootObjectAdded	1871
star.coremodule.RootObjectsChangedNotifier.RootObjectRemoved	1890
star.coremodule.RootProcessObject	26919
star.coremodule.SceneSelectionFilterData	4819
star.coremodule.SceneSelectionFilterData.SceneSelectionType	3249
star.coremodule.SceneSelectionFilterData.SelectionOptionData	1416
star.coremodule.SelectAllNodesPanel	10607
star.coremodule.services.CadSettings	22338
star.coremodule.services.CadSettingsNode	5441
star.coremodule.services.DirectProxySelector	1749
star.coremodule.services.HtmlBrowser	1281
star.coremodule.services.ImportSettings	12286
star.coremodule.services.ImportSettingsNode	5468
star.coremodule.services.PlotSettings	10426
star.coremodule.services.PlotSettingsNode	5450
star.coremodule.services.ViewObjectSettings	3820
star.coremodule.services.VisSettings	35793
star.coremodule.services.VisSettings.VisSettingsListenerCapsule	1259
star.coremodule.services.VisSettingsNode	5441
star.coremodule.Session	2529
star.coremodule.SessionLocator	1938
star.coremodule.SettingsNode	5281
star.coremodule.SimpleApplicationCreator	1867
star.coremodule.SimulationApplication	7140
star.coremodule.SimulationCreationDropSupport	2086
star.coremodule.SimulationPersistentTaskObserver	1582
star.coremodule.SimulationProcessObject	13910
star.coremodule.SimulationProcessObject.ModifiedRegistry	3969
star.coremodule.SimulationProcessObjectProvider	921
star.coremodule.StagedPhysicsButton	11140
star.coremodule.StagedPhysicsOverlayProvider	3207
star.coremodule.StarBeanNode.ChildrenFoldingPolicy	2177
star.coremodule.StarBeanNode	28665
star.coremodule.StarBeanNodeInstantiator	1383
star.coremodule.StarBeanTreeView	13915
star.coremodule.StarBeanTreeViewDropSupport	2366
star.coremodule.StarChildren	3669
star.coremodule.StarCoreErrorManager	2377
star.coremodule.StarCoreIO	5460
star.coremodule.StarCoreModuleInstaller	3643
star.coremodule.StarIntrospector	1947
star.coremodule.StarNodeUtilities	14266
star.coremodule.TagMenuPresenter	12975
star.coremodule.template.OpenGuidanceOnTemplateLoad	1344
star.coremodule.template.SaveToTemplateAction	4414
star.coremodule.template.TemplateGuidanceAction	4179
star.coremodule.template.TemplateGuideOverlayProvider	3228
star.coremodule.TreeExploreWithPropertiesPanel	11412
star.coremodule.TreeSelectionHistory	3226
star.coremodule.ui.AbstractImportPanel	9550
star.coremodule.ui.AbstractMultiviewDescription	4148
star.coremodule.ui.AbstractMultiviewDescription.MultiviewIdentifier	4147
star.coremodule.ui.AbstractOkCancelDialog	3105
star.coremodule.ui.AddonLicenseReservationDialog	4254
star.coremodule.ui.AnimateDialog	2293
star.coremodule.ui.ApplyCloseDialog	3784
star.coremodule.ui.ApplyCloseSimulationDialog	2844
star.coremodule.ui.ApplyCloseVisDialog	1927
star.coremodule.ui.AssignPartsToRegionsDialog.BoundaryMode	3075
star.coremodule.ui.AssignPartsToRegionsDialog.EdgeBoundaryMode	3171
star.coremodule.ui.AssignPartsToRegionsDialog	3063
star.coremodule.ui.AssignPartsToRegionsDialog.RegionMode	2865
star.coremodule.ui.BasicDialog	7592
star.coremodule.ui.BoundariesComboBox	12216
star.coremodule.ui.BoundariesTreeSelectorPanel	11030
star.coremodule.ui.BoundarySelector	9685
star.coremodule.ui.Button	12298
star.coremodule.ui.ButtonModeAndAuxiliaryPosition.AuxiliaryPosition	2803
star.coremodule.ui.ButtonModeAndAuxiliaryPosition	568
star.coremodule.ui.ButtonModeAndAuxiliaryPosition.Mode	3050
star.coremodule.ui.CallOnExit	553
star.coremodule.ui.CheckBoxList.BoxState	2503
star.coremodule.ui.CheckBoxList	11019
star.coremodule.ui.CheckBoxList.Model	1241
star.coremodule.ui.ClearSolutionDialog	2153
star.coremodule.ui.ClientServerObjectTreeComboBox.ExtraOption	1310
star.coremodule.ui.ClientServerObjectTreeComboBox.ExtraOptionsTreeSelectorModel	6635
star.coremodule.ui.ClientServerObjectTreeComboBox	14169
star.coremodule.ui.ClientServerObjectTreeComboBox.Model	3054
star.coremodule.ui.CloseDialog	2983
star.coremodule.ui.CloseSimulationDialog	2535
star.coremodule.ui.CombineRegionsDialog	2052
star.coremodule.ui.ConvertTo2dDialog	2087
star.coremodule.ui.CoordinateEditorPanel	15302
star.coremodule.ui.CoordinateLockEditorPanel	11356
star.coremodule.ui.CoordinateSystemComboBox	12390
star.coremodule.ui.CreateCaeModelFromMeshProjectionDialog	2116
star.coremodule.ui.CreateCaeModelFromMeshProjectionPanel	10661
star.coremodule.ui.CreateCaeModelFromPlaneProbeDialog	2424
star.coremodule.ui.DataSetMultiSelector	11515
star.coremodule.ui.DoMergeVerticesComboBox	10093
star.coremodule.ui.dragdroplist.DragDropList	9743
star.coremodule.ui.dragdroplist.DragDropListCustomEditor	10972
star.coremodule.ui.dragdroplist.DragDropListDialog	2984
star.coremodule.ui.dragdroplist.DragDropListInput	2016
star.coremodule.ui.dragdroplist.DragDropListModel	2480
star.coremodule.ui.dragdroplist.DragDropListPropertyEditor	3258
star.coremodule.ui.DuplicateCoordinateSystemToDialog	2335
star.coremodule.ui.DurationFormatter	1303
star.coremodule.ui.EditorMultiviewDesc	2685
star.coremodule.ui.EditorView	13690
star.coremodule.ui.EditTagsOnPartAssemblyDialog	2693
star.coremodule.ui.EditTagsOnPartAssemblyDialog.UpdateTagsOperation	2957
star.coremodule.ui.EditViewDialog	2466
star.coremodule.ui.EditViewPanel	8682
star.coremodule.ui.ElectronicsCoolingMultiviewDesc	2318
star.coremodule.ui.ElectronicsCoolingView	13715
star.coremodule.ui.EntitiesPanel	12053
star.coremodule.ui.ErrorDialog	840
star.coremodule.ui.ExclusionLookup	2106
star.coremodule.ui.ExitDialog	8645
star.coremodule.ui.ExportEnvironmentMapFileChooser	12888
star.coremodule.ui.ExportPlotAsSceneFileChooser	12012
star.coremodule.ui.ExportPlotImageFileChooser	15953
star.coremodule.ui.ExportSceneImageFileChooser	18946
star.coremodule.ui.ExportSceneImageFileChooser.Resolution	2694
star.coremodule.ui.ExportTabularFileChooser	12611
star.coremodule.ui.ExtractBoundarySurfaceDialog	2346
star.coremodule.ui.FilteredLocalizedVerticalList	10870
star.coremodule.ui.FuseBoundariesDialog	2149
star.coremodule.ui.GeometryPartsComboBox	11931
star.coremodule.ui.GeometryPartsTreeTableSelectorPanel	9049
star.coremodule.ui.GpgpuOptionsPanel	10538
star.coremodule.ui.GraphicalSourceEditorPanel	12547
star.coremodule.ui.GuidedMesherMultiviewDesc	2939
star.coremodule.ui.GuidedMesherView	15636
star.coremodule.ui.HorizontalPropertyComponent	9807
star.coremodule.ui.ICEngineMultiviewDesc	2099
star.coremodule.ui.ICEngineView	15416
star.coremodule.ui.IconStrip	9413
star.coremodule.ui.IconStrip.Orientation	2436
star.coremodule.ui.ImagePreviewFileChooserAccessory	8696
star.coremodule.ui.ImportedModelSelector	9929
star.coremodule.ui.ImportedModelTransferSelector	9329
star.coremodule.ui.ImportedSurfacesTreeSelectorPanel	11231
star.coremodule.ui.ImportedVolumesTreeSelectorPanel	11208
star.coremodule.ui.ImportGeometryDialog	3139
star.coremodule.ui.ImportGeometryDialog.ImportGeometryPanel	9347
star.coremodule.ui.InfoIcon	1722
star.coremodule.ui.InfoIcon.State	2455
star.coremodule.ui.InteractorStyleEditor	2304
star.coremodule.ui.layout.ui.LayoutTCView	13749
star.coremodule.ui.layout.ui.LayoutTopComponent	14254
star.coremodule.ui.LicenseNotFoundDialog	1925
star.coremodule.ui.LocalizedVerticalList	12611
star.coremodule.ui.MenuUtils.ClippingOption	2442
star.coremodule.ui.MenuUtils	2130
star.coremodule.ui.MeshDiagnosticsDialog	2360
star.coremodule.ui.MesherMessagesTCBase	10081
star.coremodule.ui.MeshProjectionOptionsPanel	8739
star.coremodule.ui.MessageDialog	2966
star.coremodule.ui.ModelessEditorContainer	12064
star.coremodule.ui.ModelessNodeContainer	12669
star.coremodule.ui.ModelessViewContainer	11409
star.coremodule.ui.MultiPagePanel.ControlMode	3086
star.coremodule.ui.MultiPagePanel	12373
star.coremodule.ui.MultiPagePanel.Page	736
star.coremodule.ui.MultiPagePanel.PageDescriptionChangedObserver	1465
star.coremodule.ui.NewFilterQueryDialog.ApplyActionListener	1382
star.coremodule.ui.NewFilterQueryDialog	3565
star.coremodule.ui.NewFilterQueryPanel.ButtonTableCellRenderer	10070
star.coremodule.ui.NewFilterQueryPanel	8686
star.coremodule.ui.ObjectManagerCheckBoxPanel.EnableDisableListener	1586
star.coremodule.ui.ObjectManagerCheckBoxPanel	10322
star.coremodule.ui.ObjectManagerCheckBoxPanel.ItemSelectedListener	1470
star.coremodule.ui.OkCancelDialog	2150
star.coremodule.ui.OkCancelSimulationDialog	3596
star.coremodule.ui.OpenOptionsDialog.ApplyActionListener	1363
star.coremodule.ui.OpenOptionsDialog	6458
star.coremodule.ui.OrderableComponent	2019
star.coremodule.ui.OrderableComponentButtonPanel.AddOnButton	11744
star.coremodule.ui.OrderableComponentButtonPanel	10470
star.coremodule.ui.OrderableComponentButtonPanel.Orientation	2742
star.coremodule.ui.OrderableComponentButtonPanel.SortButton	11752
star.coremodule.ui.OrderableListPanel	14159
star.coremodule.ui.OrderableListPanel.InputOptions	2762
star.coremodule.ui.OrderableListPropertyEditor	4858
star.coremodule.ui.outlineeditor.EmptyPropertySet	1527
star.coremodule.ui.outlineeditor.InplacePopup	9698
star.coremodule.ui.outlineeditor.OutlineFixPopupListenerImpl	2201
star.coremodule.ui.outlineeditor.PopupInplaceEditor	16301
star.coremodule.ui.outlineeditor.PopupInplaceEditor.MouseEventListener	1544
star.coremodule.ui.outlineeditor.PropertyPanel	9210
star.coremodule.ui.outlineeditor.ProxiedNodesChangeListener	905
star.coremodule.ui.outlineeditor.ProxyNodeWithChildren	7548
star.coremodule.ui.outlineeditor.ProxyProperty	4601
star.coremodule.ui.outlineeditor.ProxyPropertyEditorSupport	8805
star.coremodule.ui.outlineeditor.ProxyUtils	1831
star.coremodule.ui.outlineeditor.StarOutlineFilterNode	4378
star.coremodule.ui.outlineeditor.StarOutlineFilterNodeChildren	3367
star.coremodule.ui.outlineeditor.StarOutlineNodeEditorPanel	14346
star.coremodule.ui.outlineeditor.StarOutlineNodeEditorPanel.TemplateProperty	4266
star.coremodule.ui.outlineeditor.StarOutlinePropertiesRowModel	3663
star.coremodule.ui.outlineeditor.StarOutlinePropertyNode	4060
star.coremodule.ui.output.IOWindow	4473
star.coremodule.ui.output.IOWindowAction	3634
star.coremodule.ui.ParallelModeEditor	2277
star.coremodule.ui.PartCurvesPanel	10671
star.coremodule.ui.PartialLineHorizontalSeparator	8648
star.coremodule.ui.PartSurfacesPanel	10673
star.coremodule.ui.PLMXMLFileSaveChooser	12134
star.coremodule.ui.plotsetup.DataSeriesConfig	3659
star.coremodule.ui.plotsetup.dialog.BubblePlotSetupDialog	2662
star.coremodule.ui.plotsetup.dialog.Cartesian2DPlotSetupDialog	2704
star.coremodule.ui.plotsetup.dialog.FixedTypeSimPlotSetupDialog	3123
star.coremodule.ui.plotsetup.dialog.HeatmapPlotSetupDialog	2914
star.coremodule.ui.plotsetup.dialog.HistogramPlotSetupDialog	2692
star.coremodule.ui.plotsetup.dialog.MonitorPlotSetupDialog	2914
star.coremodule.ui.plotsetup.dialog.PlotSetupDialog	6085
star.coremodule.ui.plotsetup.dialog.PlotSetupDialog.NoResultPlotCreator	922
star.coremodule.ui.plotsetup.dialog.SimEditorProvider	1894
star.coremodule.ui.plotsetup.dialog.XYPlotSetupDialog	2864
star.coremodule.ui.plotsetup.dscfg.BubbleDataSeriesConfig	4338
star.coremodule.ui.plotsetup.dscfg.BubbleDataSeriesConfigBase	3432
star.coremodule.ui.plotsetup.dscfg.HeatmapDataSeriesConfig	3409
star.coremodule.ui.plotsetup.dscfg.HistogramDataSeriesConfig	4303
star.coremodule.ui.plotsetup.dscfg.HistogramDataSeriesConfigBase	3186
star.coremodule.ui.plotsetup.dscfg.MonitorXyDataSeriesConfig	3292
star.coremodule.ui.plotsetup.dscfg.XyDataSeriesConfig	3959
star.coremodule.ui.plotsetup.dscfg.XyDataSeriesConfigBase	3496
star.coremodule.ui.plotsetup.eled.AxisVariableEditor	5905
star.coremodule.ui.plotsetup.eled.ComboEditor	4622
star.coremodule.ui.plotsetup.eled.DataSourceTypeEditor	2457
star.coremodule.ui.plotsetup.eled.ParallelAxisOrderEditor	3502
star.coremodule.ui.plotsetup.eled.PlotTypeEditor	1230
star.coremodule.ui.plotsetup.eled.SelectionEditor	4009
star.coremodule.ui.plotsetup.eled.SelectionEditorComponents	2343
star.coremodule.ui.plotsetup.eled.SelectionEditorLabelEnum	2482
star.coremodule.ui.plotsetup.eled.SelectionEditorNoLabel	1937
star.coremodule.ui.plotsetup.eled.SimDataSourceTypeEditor	2877
star.coremodule.ui.plotsetup.eled.ToggleEditor	3109
star.coremodule.ui.plotsetup.eled.WeightingModeEditor	2971
star.coremodule.ui.plotsetup.FilterModelProvider	1307
star.coremodule.ui.plotsetup.fmp.AllVarTypesFMP	1446
star.coremodule.ui.plotsetup.fmp.AllVarTypesFMPBase	2146
star.coremodule.ui.plotsetup.fmp.DataSourceFMP	2279
star.coremodule.ui.plotsetup.fmp.DataSourceObserverFMP	1607
star.coremodule.ui.plotsetup.fmp.MonitorFMP	2028
star.coremodule.ui.plotsetup.fmp.Non3DDataSourceFMP	1710
star.coremodule.ui.plotsetup.fmp.RepresentationFMP	2091
star.coremodule.ui.plotsetup.fmp.TableColumnFMP	2064
star.coremodule.ui.plotsetup.fmp.TableFMP	2010
star.coremodule.ui.plotsetup.fmp.WeightingVarFMP	1809
star.coremodule.ui.plotsetup.ListSelectionUpdater	2570
star.coremodule.ui.plotsetup.model.MdxDataSourceType	3344
star.coremodule.ui.plotsetup.model.ModelPlotTypeEvent	1037
star.coremodule.ui.plotsetup.model.ModelPlotTypeListener	684
star.coremodule.ui.plotsetup.model.ModelPropertiesEvent	1619
star.coremodule.ui.plotsetup.model.ModelPropertiesListener	706
star.coremodule.ui.plotsetup.model.PlotElementModel	3502
star.coremodule.ui.plotsetup.model.PlotElementType	4433
star.coremodule.ui.plotsetup.model.PlotSetupModel	4628
star.coremodule.ui.plotsetup.model.PlotSetupSelectionType	4212
star.coremodule.ui.plotsetup.model.PropertyStorage	5770
star.coremodule.ui.plotsetup.model.TabEvent	1152
star.coremodule.ui.plotsetup.model.TabListener	678
star.coremodule.ui.plotsetup.model.TabModel	2935
star.coremodule.ui.plotsetup.model.TabModelFixedPlotType	1804
star.coremodule.ui.plotsetup.model.TabModelProperties	7778
star.coremodule.ui.plotsetup.model.TabModelPropsFixedPlotType	2313
star.coremodule.ui.plotsetup.model.TabModelPropsVaryingPlotType	2522
star.coremodule.ui.plotsetup.model.TabModelVaryingPlotType	1856
star.coremodule.ui.plotsetup.PlotAxisInput.DirectionInput	5524
star.coremodule.ui.plotsetup.PlotAxisInput	2976
star.coremodule.ui.plotsetup.PlotAxisInput.JournableVariableInput	808
star.coremodule.ui.plotsetup.PlotAxisInput.ListVariableInput	944
star.coremodule.ui.plotsetup.PlotAxisInput.MonitorInput	4085
star.coremodule.ui.plotsetup.PlotAxisInput.ScalarFunctionInput	4296
star.coremodule.ui.plotsetup.PlotAxisInput.TableColumnInput	4187
star.coremodule.ui.plotsetup.PlotElementEditor	4253
star.coremodule.ui.plotsetup.PlotElementEditor.ObservedElementsListener	1423
star.coremodule.ui.plotsetup.PlotElementEditorProvider	1060
star.coremodule.ui.plotsetup.PlotTypeConfig	2821
star.coremodule.ui.plotsetup.pType.AbstractDataSourcePlotTypeConfig	2612
star.coremodule.ui.plotsetup.pType.BubblePlotTypeConfig	4360
star.coremodule.ui.plotsetup.pType.DefaultXyPlotTypeConfig	4381
star.coremodule.ui.plotsetup.pType.HeatmapPlotTypeConfig	4009
star.coremodule.ui.plotsetup.pType.HistogramPlotTypeConfig	4529
star.coremodule.ui.plotsetup.pType.MonitorXyPlotTypeConfig	4584
star.coremodule.ui.plotsetup.SelectionPanel	10994
star.coremodule.ui.plotsetup.SelectionTypeProvider	855
star.coremodule.ui.plotsetup.SelectionUpdater	3048
star.coremodule.ui.plotsetup.SimDataSourceType	3630
star.coremodule.ui.plotsetup.SimPlotTypeConfig	4321
star.coremodule.ui.plotsetup.TabbedEditor	9249
star.coremodule.ui.plotsetup.TabPanel	9251
star.coremodule.ui.plotsetup.TabPanel.TabPanelSerializer	2256
star.coremodule.ui.plotsetup.TabTitlePanel	8731
star.coremodule.ui.plotsetup.VariableInputSelectionUpdater	5347
star.coremodule.ui.plotsetup.VariableType	3453
star.coremodule.ui.plotsetup.XyPlotTypeEnum	3933
star.coremodule.ui.PresentationGridsTreeSelectorPanel	9498
star.coremodule.ui.ProjectBoundariesDialog	2552
star.coremodule.ui.PropertiesDialog	2526
star.coremodule.ui.RadioButtonsOptionsDialog	3682
star.coremodule.ui.ReflectPartsDialog	2072
star.coremodule.ui.ReflectRegionsDialog	1884
star.coremodule.ui.RegionBoundarySelector	13256
star.coremodule.ui.RegionsComboBox	12421
star.coremodule.ui.RegionSelector	9781
star.coremodule.ui.RegionTransferSelector	10186
star.coremodule.ui.RemoteFile	5634
star.coremodule.ui.RemoteFileSystemView	5106
star.coremodule.ui.RemoteFileView	1707
star.coremodule.ui.ReorderRegionsDialog	1884
star.coremodule.ui.ReplaceMeshDialog	2357
star.coremodule.ui.RootMultiviewDesc	2654
star.coremodule.ui.RootObjectNameDecorator	1254
star.coremodule.ui.RootObjectView	21467
star.coremodule.ui.RootObjectView.SelectionType	2527
star.coremodule.ui.RotateCoordinateSystemDialog	2307
star.coremodule.ui.RotatePartsDialog	1940
star.coremodule.ui.RotateRegionsDialog	1896
star.coremodule.ui.SaturationModificationFilter	2145
star.coremodule.ui.ScaleMeshDialog	1808
star.coremodule.ui.ScalePartsDialog	1933
star.coremodule.ui.ScaleRegionsDialog	1864
star.coremodule.ui.SearchByStringContainer	10960
star.coremodule.ui.SearchCommentsContainer	10360
star.coremodule.ui.SearchNamesContainer	10339
star.coremodule.ui.SelectRootObjectDialog	1142
star.coremodule.ui.ServerOptionsPanel	20180
star.coremodule.ui.SessionLocatorNode.ChildrenSessions	2987
star.coremodule.ui.SessionLocatorNode	5861
star.coremodule.ui.SessionLocatorView	12192
star.coremodule.ui.SessionNode	5389
star.coremodule.ui.SimpleSimulationPanel	8826
star.coremodule.ui.SimulationDependent	644
star.coremodule.ui.SimulationMultiviewDesc	2182
star.coremodule.ui.SimulationPanel	794
star.coremodule.ui.SimulationView	12744
star.coremodule.ui.SingleMultiviewDesc	2481
star.coremodule.ui.SingleView	16025
star.coremodule.ui.SolidModelerMultiviewDesc	2193
star.coremodule.ui.SolidModelerView	16888
star.coremodule.ui.SolutionStateSelectorDialog	2262
star.coremodule.ui.SourceEditorDialog	3026
star.coremodule.ui.SourceEditorPanel.ApplyEnabler	1323
star.coremodule.ui.SourceEditorPanel.HelpAction	1774
star.coremodule.ui.SourceEditorPanel	25915
star.coremodule.ui.SourceSelector	10263
star.coremodule.ui.StarDelete	1425
star.coremodule.ui.StarExplorerActionsImpl	3391
star.coremodule.ui.StarExplorerLookup	2974
star.coremodule.ui.StarExplorerPanel	14973
star.coremodule.ui.StarExplorerUtils	3398
star.coremodule.ui.StarFileChooser.AccesoryLocation	3293
star.coremodule.ui.StarFileChooser	16850
star.coremodule.ui.StarFileOpenChooser	14885
star.coremodule.ui.StarFileSaveChooser	14930
star.coremodule.ui.StarFileSystemView	2469
star.coremodule.ui.StarFileView	1241
star.coremodule.ui.StarIceMultiviewDesc	2307
star.coremodule.ui.StarIceView	14274
star.coremodule.ui.StarNews	12442
star.coremodule.ui.StarPropertySheet	13117
star.coremodule.ui.StarPropertySheet.SheetNodesListener	2067
star.coremodule.ui.StarSheet	12683
star.coremodule.ui.StepDialog	2242
star.coremodule.ui.SurfaceRepairActionPanel	12395
star.coremodule.ui.SurfacesTreeSelectorPanel	9784
star.coremodule.ui.TableSelector	9642
star.coremodule.ui.TagsLoader	1846
star.coremodule.ui.TemplateSelectionPanel	8464
star.coremodule.ui.ToolbarUtil	1162
star.coremodule.ui.TopComponentCloseChecker	1523
star.coremodule.ui.TopComponentUtils	2914
star.coremodule.ui.TransferSelector	10160
star.coremodule.ui.TransformCoordinateSystemDialog	2277
star.coremodule.ui.TranslateCoordinateSystemDialog	2329
star.coremodule.ui.TranslatePanel	9862
star.coremodule.ui.TranslatePartsDialog	2013
star.coremodule.ui.TranslateRegionsDialog	1918
star.coremodule.ui.TransposePartCoordinateSystemDialog	2261
star.coremodule.ui.treeselector.AbstractSelectorModel	14057
star.coremodule.ui.treeselector.ClientServerObjectTreeSelectorModel.ChildChangeObserver	1518
star.coremodule.ui.treeselector.ClientServerObjectTreeSelectorModel	7625
star.coremodule.ui.treeselector.filters.AbstractSelectorFilter	7437
star.coremodule.ui.treeselector.filters.AbstractTypedFilter	2641
star.coremodule.ui.treeselector.filters.CollectionFilterTreeSelectorFilter	3144
star.coremodule.ui.treeselector.filters.CompoundFilter	2754
star.coremodule.ui.treeselector.filters.FilterChangeObservable	2025
star.coremodule.ui.treeselector.filters.FilterControl	812
star.coremodule.ui.treeselector.filters.FilterPipeline.ChangeEvent	1535
star.coremodule.ui.treeselector.filters.FilterPipeline.ChangeEvent.Type	3051
star.coremodule.ui.treeselector.filters.FilterPipeline.ChangeListener	1022
star.coremodule.ui.treeselector.filters.FilterPipeline.FilterSet	2650
star.coremodule.ui.treeselector.filters.FilterPipeline	6433
star.coremodule.ui.treeselector.filters.GeometryObjectGroupFilter	3043
star.coremodule.ui.treeselector.filters.LeafPartsFilter	2535
star.coremodule.ui.treeselector.filters.ObjectClassFilter	3313
star.coremodule.ui.treeselector.filters.ObjectCollectionFilter	3129
star.coremodule.ui.treeselector.filters.ObjectNameFilter	2568
star.coremodule.ui.treeselector.filters.ObjectsInManagerFilter	3082
star.coremodule.ui.treeselector.filters.ObjectWhoseRelativesAreInCollectionFilter	3986
star.coremodule.ui.treeselector.filters.ObjectWhoseRelativesAreInManagerFilter	4790
star.coremodule.ui.treeselector.filters.SelectorFilter	3199
star.coremodule.ui.treeselector.filters.SelectorFiltersProvider	961
star.coremodule.ui.treeselector.ObjectCache	2329
star.coremodule.ui.treeselector.SelectionChangeListener	1201
star.coremodule.ui.treeselector.SelectorInput	7196
star.coremodule.ui.treeselector.SelectorModel.CollectionProvider	2990
star.coremodule.ui.treeselector.SelectorModel	7151
star.coremodule.ui.treeselector.SelectorModel.Provider	1904
star.coremodule.ui.treeselector.SelectorModel.SingletonProvider	3027
star.coremodule.ui.treeselector.SelectorModelManager	5284
star.coremodule.ui.treeselector.SelectorNode	3573
star.coremodule.ui.treeselector.SelectorTableView.Column.AuxPopupMenu	720
star.coremodule.ui.treeselector.SelectorTableView.Column	1320
star.coremodule.ui.treeselector.SelectorTableView.EditableColumn	1409
star.coremodule.ui.treeselector.SelectorTableView	2055
star.coremodule.ui.treeselector.SelectorTableView.Model	1105
star.coremodule.ui.treeselector.SelectorTreeView	1717
star.coremodule.ui.treeselector.SelectorTreeView.Model	1052
star.coremodule.ui.treeselector.SelectorUtils.DebugPrinter	2376
star.coremodule.ui.treeselector.SelectorUtils.DisplayNameProvider	674
star.coremodule.ui.treeselector.SelectorUtils	6065
star.coremodule.ui.treeselector.SelectorUtils.ParentProvider	634
star.coremodule.ui.treeselector.SelectorUtils.SearchableNamesProvider	732
star.coremodule.ui.treeselector.SelectorView	5880
star.coremodule.ui.treeselector.SelectorView.Model	3116
star.coremodule.ui.treeselector.SelectorView.SelectorViewMouseEvent	4049
star.coremodule.ui.treeselector.SelectorView.SelectorViewMouseListener	959
star.coremodule.ui.treeselector.TableSelector	15628
star.coremodule.ui.treeselector.TableSelectorPanel	13226
star.coremodule.ui.treeselector.TreeComboBox.BasicTreeComboUI	2962
star.coremodule.ui.treeselector.TreeComboBox	10485
star.coremodule.ui.treeselector.TreeComboBox.MetalTreeComboUI	3291
star.coremodule.ui.treeselector.TreeComboBoxModel.ChildrenEnumeration	1676
star.coremodule.ui.treeselector.TreeComboBoxModel	3620
star.coremodule.ui.treeselector.TreeComboBoxModel.PreorderEnumeration	1953
star.coremodule.ui.treeselector.TreeSelector	15843
star.coremodule.ui.treeselector.TreeSelectorCustomEditor	12372
star.coremodule.ui.treeselector.TreeSelectorInput	4460
star.coremodule.ui.treeselector.TreeSelectorListViewOnly	15999
star.coremodule.ui.treeselector.TreeSelectorPanel	13117
star.coremodule.ui.treeselector.TreeSelectorPropertyEditor	4532
star.coremodule.ui.UrlFormatter	1910
star.coremodule.utils.FastIndexingList	2826
star.coremodule.utils.FilteringFileVisitor	1959
star.coremodule.utils.Stopwatch	1654
star.coremodule.web.ActiveHtmlFragment	1377
star.coremodule.web.BrowserManager.AnonymousKey	1442
star.coremodule.web.BrowserManager.CloseChecker	1248
star.coremodule.web.BrowserManager.CloseExceptionFilter	1357
star.coremodule.web.BrowserManager.Customizer	1004
